id,organisation_code,organisation_name_short,organisation_name_long,organisation_name_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
XM-DAC-928-sector,XM-DAC-928,WHO,World Health Organisation,WHO,2.499916667,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-country-strategy-or-mou,XM-DAC-928,WHO,World Health Organisation,WHO,0,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,manual,document,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
XM-DAC-928-tied-aid-status,XM-DAC-928,WHO,World Health Organisation,WHO,2.9999,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-title,XM-DAC-928,WHO,World Health Organisation,WHO,0.999966667,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-total-organisation-budget,XM-DAC-928,WHO,World Health Organisation,WHO,3.240601956,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,77.77444444,44.44444444,monthly,1,1,44.44444444,,,,,,0
XM-DAC-928-unique-id,XM-DAC-928,WHO,World Health Organisation,WHO,2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-disaggregated-budgets,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.189866287,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,iati,iati,33.33,76.55678843,43.22678843,monthly,1,1,43.22678843,,,,,,0
44002-budget-alignment,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.026979735,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,90.80938751,57.47938751,monthly,1,1,57.47938751,,,,,,0
44002-accessibility,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
44002-actual-dates,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.999966667,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-aid-type,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.9999,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-allocation-policy,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-annual-report,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-audit,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-commitments,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.328696478,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,99.86088934,66.53088934,monthly,1,1,66.53088934,,,,,,0
44002-conditions,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.460281613,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,iati,iati,33.33,98.86518896,65.53518896,monthly,1,1,65.53518896,,,,,,0
44002-contact-details,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-current-status,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-description,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.957130143,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,98.57100475,65.24100475,monthly,1,1,65.24100475,,,,,,0
44002-disbursements-and-expenditures,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.137099576,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,94.11298258,60.78298258,monthly,1,1,60.78298258,,,,,,0
44002-finance-type,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.99582668,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.86088934,66.53088934,monthly,1,1,66.53088934,,,,,,0
44002-flow-type,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.99582668,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.86088934,66.53088934,monthly,1,1,66.53088934,,,,,,0
44002-location,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.471233947,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,99.17811278,65.84811278,monthly,1,1,65.84811278,,,,,,0
44002-location-with-activity-scope-exclusion-,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,iati,iati,,0,0,monthly,1,1,0,,,,,,0
44002-networked-data-implementors,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.85238864,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,92.619432,59.289432,monthly,1,1,59.289432,,,,,,0
44002-networked-data-participating-orgs,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
44002-networked-data-transactions-with-valid-receiver,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
44002-objectives,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",4.997570378,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,99.95140756,66.62140756,monthly,1,1,66.62140756,,,,,,0
44002-organisation-strategy,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-planned-dates,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.999966667,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-impact-appraisals,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",4.803337121,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,iati,iati,33.33,96.06674242,62.73674242,monthly,1,1,62.73674242,,,,,,0
44002-procurement-policy,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-project-budget,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.243263717,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,97.29790664,63.96790664,monthly,1,1,63.96790664,,,,,,0
44002-project-budget-document,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",3.331651914,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,iati,iati,33.33,99.94955241,66.61955241,monthly,1,1,66.61955241,,,,,,0
44002-project-procurement-contracts,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",1.999933333,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-project-procurement-tenders,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.999966667,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-foia,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.6249375,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,33.33,33.33,0,monthly,1,1,0,,0,33.33,,0,33.33
44002-results,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",4.770143358,results,Results,activity,Performance,activity-Performance,35,0.05,iati,iati,33.33,95.40286716,62.07286716,monthly,1,1,62.07286716,,,,,,0
44002-reviews-and-evaluations,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",4.955074794,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,iati,iati,33.33,99.10149588,65.77149588,monthly,1,1,65.77149588,,,,,,0
44002-sector,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.251557309,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,90.06229237,56.73229237,monthly,1,1,56.73229237,,,,,,0
44002-country-strategy-or-mou,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.9375,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
44002-tied-aid-status,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.9999,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-title,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",0.999740371,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.97403711,66.64403711,monthly,1,1,66.64403711,,,,,,0
44002-total-organisation-budget,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",4.166527911,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44002-unique-id,44002,World Bank-IDA,World Bank International Development Association ,"World Bank, IDA",2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44004-budget-alignment,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",1.133526693,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,34.00579909,0.675799087,monthly,1,1,0.675799087,,,,,,0
44004-accessibility,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
44004-actual-dates,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",0.651656164,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,65.16561644,31.83561644,monthly,1,1,31.83561644,,,,,,0
44004-aid-type,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",2.9999,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44004-allocation-policy,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44004-annual-report,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44004-audit,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44004-commitments,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",3.288169114,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,98.64506849,65.31506849,monthly,1,1,65.31506849,,,,,,0
44004-conditions,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",2.333216667,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,iati,iati,33.33,66.66333333,33.33333333,monthly,1,1,33.33333333,,,,,,0
44004-contact-details,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
44004-current-status,44004,World Bank-IFC,World Bank International Finance Corporation,"World Bank, IFC",0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
