id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_subcategory_name,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points,survey_source
US-11-contact-details,"US, State",US-11,0.949999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-planned-dates,"US, State",US-11,0.949999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-disbursements-and-expenditures,"US, State",US-11,3.166666814,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-procurement-policy,"US, State",US-11,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,"https://www.dfat.gov.au/sites/default/files/partnerships-for-recovery-australias-covid-19-development-response.pdf	"
US-11-networked-data-participating-orgs,"US, State",US-11,1.040089281,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,62.40535187,47.14381439,31.42920959,quarterly,0.925,0.925,29.07201887,,,,,,0,
US-11-country-strategy-or-mou,"US, State",US-11,1.838749994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,98.06666633,97.1,64.73333333,quarterly,0.925,1,64.73333333,,,,,,0,
US-11-actual-dates,"US, State",US-11,0.943291423,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,94.32914235,98.91212326,65.94141551,quarterly,0.925,0.925,60.99580935,,,,,,0,
US-11-audit,"US, State",US-11,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,https://www.tenders.gov.au/
US-11-project-procurement-tenders,"US, State",US-11,0.949999997,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-disaggregated-budgets,"US, State",US-11,3.240833423,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,77.77999967,66.67,44.44666667,quarterly,0.925,1,44.44666667,,,,,,0,
US-11-reviews-and-evaluations,"US, State",US-11,0,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,https://www.dfat.gov.au/sites/default/files/pbs-2021-22-aid-budget-summary.pdf
US-11-project-budget-document,"US, State",US-11,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
US-11-conditions,"US, State",US-11,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,https://www.dfat.gov.au/aid/topics/investment-priorities
US-11-impact-appraisals,"US, State",US-11,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,https://www.dfat.gov.au/sites/default/files/aid-programming-guide.pdf
US-11-project-procurement-contracts,"US, State",US-11,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
US-11-project-budget,"US, State",US-11,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,machine-readable,0,0,0,0,quarterly,0.925,1,0,not published,0,,machine-readable,50,0,
US-11-objectives,"US, State",US-11,0,objectives,Objectives,Performance,34,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,https://www.transparency.gov.au/annual-reports/department-foreign-affairs-and-trade/reporting-year/2020-21-18
US-11-sub-national-location,"US, State",US-11,0,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,website,0,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0,
US-11-title,"US, State",US-11,0.3333,title,Title,Project attributes,16,0.01,manual,website,33.33,33.33,0,0,quarterly,0.925,1,0,always,1,,website,33.33,33.33,https://www.dfat.gov.au/about-us/corporate/portfolio-budget-statements/pbs-2021-22-aid-budget-summary#table-1
US-11-foia,"US, State",US-11,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,quarterly,0.925,1,0,,0,66.66,,0,66.66,
US-11-accessibility,"US, State",US-11,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,
US-GOV-1-aid-type,"US, USAID",US-GOV-1,2.99999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-organisation-strategy,"US, USAID",US-GOV-1,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-reviews-and-evaluations,"US, USAID",US-GOV-1,1.674524579,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,iati,iati,33.333333,33.49049157,0.23573786,0.157158573,monthly,1,1,0.157158573,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-commitments,"US, USAID",US-GOV-1,3.250720226,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,97.52160192,96.28240338,64.18826892,monthly,1,1,64.18826892,,,,,,0,
US-GOV-1-impact-appraisals,"US, USAID",US-GOV-1,1.668463757,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,iati,iati,33.333333,33.36927513,0.0539132,0.035942133,monthly,1,1,0.035942133,,,,,,0,
US-GOV-1-current-status,"US, USAID",US-GOV-1,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-results,"US, USAID",US-GOV-1,1.667250268,results,Results,Performance,37,0.05,iati,iati,33.333333,33.34500536,0.017508535,0.011672357,monthly,1,1,0.011672357,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-tied-aid-status,"US, USAID",US-GOV-1,2.99999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-objectives,"US, USAID",US-GOV-1,1.72911376,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,34.58227519,1.873413289,1.248942193,monthly,1,1,1.248942193,,,,,,0,
US-GOV-1-finance-type,"US, USAID",US-GOV-1,2.99999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-total-organisation-budget,"US, USAID",US-GOV-1,3.240740831,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,77.77777744,66.66666667,44.44444444,monthly,1,1,44.44444444,,,,,,0,
US-GOV-1-unique-id,"US, USAID",US-GOV-1,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-flow-type,"US, USAID",US-GOV-1,2.99999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-sector,"US, USAID",US-GOV-1,2.499999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-description,"US, USAID",US-GOV-1,2.871525209,description,Description,Project attributes,17,0.03,iati,iati,33.333333,95.71750698,93.57626097,62.38417398,monthly,1,1,62.38417398,,,,,,0,
US-GOV-1-sub-national-location,"US, USAID",US-GOV-1,1.225515941,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,35.01474118,2.522112269,1.681408179,monthly,1,1,1.681408179,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-annual-report,"US, USAID",US-GOV-1,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-allocation-policy,"US, USAID",US-GOV-1,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
US-GOV-1-networked-data-implementors,"US, USAID",US-GOV-1,3.333333489,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-contact-details,"US, USAID",US-GOV-1,0.999999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-planned-dates,"US, USAID",US-GOV-1,0.999999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-title,"US, USAID",US-GOV-1,0.993815166,title,Title,Project attributes,16,0.01,iati,iati,33.333333,99.38151662,99.07227544,66.04818362,monthly,1,1,66.04818362,,,,,,0,
US-GOV-1-disbursements-and-expenditures,"US, USAID",US-GOV-1,3.103207176,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,93.09621062,89.64431643,59.76287762,monthly,1,1,59.76287762,,,,,,0,
US-GOV-1-procurement-policy,"US, USAID",US-GOV-1,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-networked-data-participating-orgs,"US, USAID",US-GOV-1,1.161830626,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,69.70983197,54.56474845,36.37649897,monthly,1,1,36.37649897,,,,,,0,https://www.mofa.go.jp/policy/oda/assistance/country2.html
US-GOV-1-country-strategy-or-mou,"US, USAID",US-GOV-1,1.218999994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,65.013333,47.52,31.68,monthly,1,1,31.68,,,,,,0,
US-GOV-1-actual-dates,"US, USAID",US-GOV-1,0.999999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www.jetro.go.jp/en/database/procurement/national/list.html?_page=1
US-GOV-1-audit,"US, USAID",US-GOV-1,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
US-GOV-1-project-procurement-tenders,"US, USAID",US-GOV-1,0.333391779,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,33.33917788,0.008767315,0.005844877,monthly,1,1,0.005844877,,,,,,0,
US-GOV-1-disaggregated-budgets,"US, USAID",US-GOV-1,3.240833423,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,77.77999967,66.67,44.44666667,monthly,1,1,44.44666667,,,,,,0,
US-GOV-1-project-budget-document,"US, USAID",US-GOV-1,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,https://www.mofa.go.jp/files/000037391.pdf
US-GOV-1-conditions,"US, USAID",US-GOV-1,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,https://www.jica.go.jp/disc/settle/index.html
US-GOV-1-project-procurement-contracts,"US, USAID",US-GOV-1,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,https://www.mofa.go.jp/files/100252916.pdf
US-GOV-1-project-budget,"US, USAID",US-GOV-1,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,https://www.mofa.go.jp/policy/oda/evaluation/pdfs/odareport2020_en_single.pdf
US-GOV-1-budget-alignment,"US, USAID",US-GOV-1,0,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,manual,,0,0,0,0,monthly,1,1,0,not published,0,,,0,0,
US-GOV-1-foia,"US, USAID",US-GOV-1,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,monthly,1,1,0,,0,66.66,,0,66.66,
US-GOV-1-accessibility,"US, USAID",US-GOV-1,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,monthly,1,1,0,,0,100,,0,100,https://www2.jica.go.jp/ja/oda/index.php?grant_aid[]=%E7%84%A1%E5%84%9F%E8%B3%87%E9%87%91%E5%8D%94%E5%8A%9B&search=%E6%A4%9C%E7%B4%A2
44002-aid-type,"World Bank, IDA",44002,2.99999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
44002-organisation-strategy,"World Bank, IDA",44002,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
44002-reviews-and-evaluations,"World Bank, IDA",44002,4.936386752,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,iati,iati,33.333333,98.72773504,98.09160305,65.39440204,monthly,1,1,65.39440204,,,,,,0,
44002-project-budget-document,"World Bank, IDA",44002,3.329909417,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,99.89727753,99.8459168,66.56394453,monthly,1,1,66.56394453,,,,,,0,
44002-commitments,"World Bank, IDA",44002,3.287345148,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,98.62034951,97.93052476,65.28701651,monthly,1,1,65.28701651,,,,,,0,
44002-conditions,"World Bank, IDA",44002,3.448263107,conditions,Conditions,Project attributes,24,0.035,iati,iati,33.333333,98.52180307,97.7827051,65.18847007,monthly,1,1,65.18847007,,,,,,0,
44002-impact-appraisals,"World Bank, IDA",44002,4.773837043,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,iati,iati,33.333333,95.47674086,93.2151118,62.14340786,monthly,1,1,62.14340786,,,,,,0,
44002-project-procurement-contracts,"World Bank, IDA",44002,1.999999993,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
44002-current-status,"World Bank, IDA",44002,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
44002-results,"World Bank, IDA",44002,4.736388256,results,Results,Performance,37,0.05,iati,iati,33.333333,94.72776513,92.09164819,61.39443213,monthly,1,1,61.39443213,,,,,,0,
44002-project-budget,"World Bank, IDA",44002,3.234042704,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,97.02127626,95.53191489,63.68794326,monthly,1,1,63.68794326,,,,,,0,
44002-tied-aid-status,"World Bank, IDA",44002,2.99999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
44002-objectives,"World Bank, IDA",44002,4.995072661,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,99.90145323,99.85218034,66.56812023,monthly,1,1,66.56812023,,,,,,0,
44002-finance-type,"World Bank, IDA",44002,2.958610485,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,98.62034951,97.93052476,65.28701651,monthly,1,1,65.28701651,,,,,,0,
44002-budget-alignment,"World Bank, IDA",44002,3.297380739,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,98.92141723,98.38212635,65.58808423,monthly,1,1,65.58808423,,,,,,0,
44002-total-organisation-budget,"World Bank, IDA",44002,4.166666786,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
44002-unique-id,"World Bank, IDA",44002,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
